Using Master Port: 32023

                                                       █████                █████
                                                      ░░███                ░░███
     ████████    ██████   ████████    ██████   ██████  ░███████    ██████  ███████
    ░░███░░███  ░░░░░███ ░░███░░███  ███░░███ ███░░███ ░███░░███  ░░░░░███░░░███░
     ░███ ░███   ███████  ░███ ░███ ░███ ░███░███ ░░░  ░███ ░███   ███████  ░███
     ░███ ░███  ███░░███  ░███ ░███ ░███ ░███░███  ███ ░███ ░███  ███░░███  ░███ ███
     ████ █████░░████████ ████ █████░░██████ ░░██████  ████ █████░░███████  ░░█████
    ░░░░ ░░░░░  ░░░░░░░░ ░░░░ ░░░░░  ░░░░░░   ░░░░░░  ░░░░ ░░░░░  ░░░░░░░░   ░░░░░
    
Autodetected device type: cuda
GPU: NVIDIA H100 80GB HBM3 | Peak FLOPS (BF16): 9.89e+14
✓ Using Flash Attention 3 (Hopper GPU detected), efficient, new and awesome. 其实用的还是 Flash Attention 2, v2.8.3 版本, 是否有针对 H100 的特定优化待考量.
Vocab size: 32,768
num_layers: 26
model_dim: 1664 (base: 1664, nudge: +0)
num_heads: 13
head_dim: 128
num_kv_heads: 13
Tokens / micro-batch / rank: 8 x 2048 = 16,384
Tokens / micro-batch: 32,768
Total batch size 524,288 => gradient accumulation steps: 16
Scaling weight decay from 0.200000 to 0.042604 for depth 26
Resuming optimization from step 1000
Number of parameters: 1,681,790,292 (scaling: 1,681,790,292)
Estimated FLOPs per token: 6.185320e+09
Calculated number of iterations from target data:param ratio: 54,531
Total number of training tokens: 28,589,948,928
Tokens : Params ratio: 17.00
Total training FLOPs estimate: 1.768380e+20
Scaling the LR for the AdamW parameters ∝1/√(1664/768) = 0.679366
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([32768, 1664]), sliced=True
AdamW: 1 param of shape torch.Size([26]), sliced=False
AdamW: 1 param of shape torch.Size([26]), sliced=False
Muon: 13 params of shape torch.Size([13, 32]), chunk_size=7
Muon: 104 params of shape torch.Size([1664, 1664]), chunk_size=52
Muon: 26 params of shape torch.Size([1664, 6656]), chunk_size=13
Muon: 26 params of shape torch.Size([6656, 1664]), chunk_size=13
Step 01000 | Validation bpb: 0.920013
step 01000/54531 (1.83%) | loss: 2.991695 | lrm: 1.00 | dt: 80338.86ms | tok/sec: 6,525 | mfu: 2.04 | epoch: 1 | total time: 61.46m | eta: 3323.4m
step 01018/54531 (1.87%) | loss: 2.999707 | lrm: 1.00 | dt: 3579.21ms | tok/sec: 146,481 | mfu: 45.81 | epoch: 1 | total time: 62.55m | eta: 3320.5m
step 01019/54531 (1.87%) | loss: 3.004238 | lrm: 1.00 | dt: 3582.08ms | tok/sec: 146,364 | mfu: 45.77 | epoch: 1 | total time: 62.61m | eta: 3320.3m
step 01020/54531 (1.87%) | loss: 3.000744 | lrm: 1.00 | dt: 3577.77ms | tok/sec: 146,540 | mfu: 45.82 | epoch: 1 | total time: 62.67m | eta: 3320.1m
step 01021/54531 (1.87%) | loss: 3.004420 | lrm: 1.00 | dt: 3601.25ms | tok/sec: 145,585 | mfu: 45.53 | epoch: 1 | total time: 62.73m | eta: 3319.9m
step 01022/54531 (1.87%) | loss: 3.011339 | lrm: 1.00 | dt: 4165.05ms | tok/sec: 125,877 | mfu: 39.36 | epoch: 1 | total time: 62.79m | eta: 3320.2m
step 01023/54531 (1.88%) | loss: 3.004451 | lrm: 1.00 | dt: 3570.29ms | tok/sec: 146,847 | mfu: 45.92 | epoch: 1 | total time: 62.85m | eta: 3320.0m
step 01024/54531 (1.88%) | loss: 3.007655 | lrm: 1.00 | dt: 3583.51ms | tok/sec: 146,305 | mfu: 45.75 | epoch: 1 | total time: 62.91m | eta: 3319.9m
step 01025/54531 (1.88%) | loss: 3.019455 | lrm: 1.00 | dt: 3576.19ms | tok/sec: 146,605 | mfu: 45.84 | epoch: 1 | total time: 62.97m | eta: 3319.7m
step 01026/54531 (1.88%) | loss: 3.012280 | lrm: 1.00 | dt: 3578.13ms | tok/sec: 146,525 | mfu: 45.82 | epoch: 1 | total time: 63.03m | eta: 3319.5m
step 01027/54531 (1.88%) | loss: 2.996830 | lrm: 1.00 | dt: 3575.62ms | tok/sec: 146,628 | mfu: 45.85 | epoch: 1 | total time: 63.09m | eta: 3319.3m
step 01028/54531 (1.89%) | loss: 3.003306 | lrm: 1.00 | dt: 3582.09ms | tok/sec: 146,363 | mfu: 45.77 | epoch: 1 | total time: 63.15m | eta: 3319.1m
step 01029/54531 (1.89%) | loss: 3.006206 | lrm: 1.00 | dt: 3579.80ms | tok/sec: 146,457 | mfu: 45.80 | epoch: 1 | total time: 63.21m | eta: 3318.9m
step 01030/54531 (1.89%) | loss: 3.019551 | lrm: 1.00 | dt: 3580.09ms | tok/sec: 146,445 | mfu: 45.79 | epoch: 1 | total time: 63.27m | eta: 3318.7m
step 01031/54531 (1.89%) | loss: 3.010940 | lrm: 1.00 | dt: 3581.26ms | tok/sec: 146,397 | mfu: 45.78 | epoch: 1 | total time: 63.33m | eta: 3318.5m
step 01032/54531 (1.89%) | loss: 3.002452 | lrm: 1.00 | dt: 3579.21ms | tok/sec: 146,481 | mfu: 45.81 | epoch: 1 | total time: 63.39m | eta: 3318.4m
step 01033/54531 (1.89%) | loss: 3.002197 | lrm: 1.00 | dt: 3578.87ms | tok/sec: 146,495 | mfu: 45.81 | epoch: 1 | total time: 63.45m | eta: 3318.2m
step 01034/54531 (1.90%) | loss: 2.997296 | lrm: 1.00 | dt: 3578.43ms | tok/sec: 146,513 | mfu: 45.82 | epoch: 1 | total time: 63.51m | eta: 3318.0m
step 01035/54531 (1.90%) | loss: 3.000305 | lrm: 1.00 | dt: 3582.59ms | tok/sec: 146,343 | mfu: 45.76 | epoch: 1 | total time: 63.57m | eta: 3317.8m
step 01036/54531 (1.90%) | loss: 2.995521 | lrm: 1.00 | dt: 3577.36ms | tok/sec: 146,557 | mfu: 45.83 | epoch: 1 | total time: 63.63m | eta: 3317.6m
step 01037/54531 (1.90%) | loss: 2.999370 | lrm: 1.00 | dt: 3576.72ms | tok/sec: 146,583 | mfu: 45.84 | epoch: 1 | total time: 63.69m | eta: 3317.4m
step 01038/54531 (1.90%) | loss: 3.011832 | lrm: 1.00 | dt: 3563.49ms | tok/sec: 147,127 | mfu: 46.01 | epoch: 1 | total time: 63.75m | eta: 3317.2m
step 01039/54531 (1.91%) | loss: 3.022077 | lrm: 1.00 | dt: 3574.89ms | tok/sec: 146,658 | mfu: 45.86 | epoch: 1 | total time: 63.81m | eta: 3317.0m
step 01040/54531 (1.91%) | loss: 3.027937 | lrm: 1.00 | dt: 3580.39ms | tok/sec: 146,433 | mfu: 45.79 | epoch: 1 | total time: 63.87m | eta: 3316.9m
step 01041/54531 (1.91%) | loss: 3.022210 | lrm: 1.00 | dt: 3581.16ms | tok/sec: 146,401 | mfu: 45.78 | epoch: 1 | total time: 63.93m | eta: 3316.7m
step 01042/54531 (1.91%) | loss: 3.024091 | lrm: 1.00 | dt: 3576.96ms | tok/sec: 146,573 | mfu: 45.83 | epoch: 1 | total time: 63.99m | eta: 3316.5m
step 01043/54531 (1.91%) | loss: 3.039427 | lrm: 1.00 | dt: 3580.57ms | tok/sec: 146,425 | mfu: 45.79 | epoch: 1 | total time: 64.05m | eta: 3316.3m
step 01044/54531 (1.91%) | loss: 3.022813 | lrm: 1.00 | dt: 3582.20ms | tok/sec: 146,359 | mfu: 45.77 | epoch: 1 | total time: 64.11m | eta: 3316.1m
step 01045/54531 (1.92%) | loss: 3.028324 | lrm: 1.00 | dt: 3587.15ms | tok/sec: 146,157 | mfu: 45.70 | epoch: 1 | total time: 64.17m | eta: 3315.9m
step 01046/54531 (1.92%) | loss: 3.016329 | lrm: 1.00 | dt: 3568.46ms | tok/sec: 146,922 | mfu: 45.94 | epoch: 1 | total time: 64.23m | eta: 3315.8m
step 01047/54531 (1.92%) | loss: 3.034444 | lrm: 1.00 | dt: 3600.00ms | tok/sec: 145,635 | mfu: 45.54 | epoch: 1 | total time: 64.29m | eta: 3315.6m
step 01048/54531 (1.92%) | loss: 3.038035 | lrm: 1.00 | dt: 3576.40ms | tok/sec: 146,596 | mfu: 45.84 | epoch: 1 | total time: 64.35m | eta: 3315.4m
step 01049/54531 (1.92%) | loss: 3.045437 | lrm: 1.00 | dt: 3575.17ms | tok/sec: 146,646 | mfu: 45.86 | epoch: 1 | total time: 64.41m | eta: 3315.2m
step 01050/54531 (1.93%) | loss: 3.044952 | lrm: 1.00 | dt: 3577.66ms | tok/sec: 146,545 | mfu: 45.83 | epoch: 1 | total time: 64.46m | eta: 3315.0m
step 01051/54531 (1.93%) | loss: 3.055419 | lrm: 1.00 | dt: 3599.10ms | tok/sec: 145,671 | mfu: 45.55 | epoch: 1 | total time: 64.52m | eta: 3314.9m
step 01052/54531 (1.93%) | loss: 3.071076 | lrm: 1.00 | dt: 3630.42ms | tok/sec: 144,415 | mfu: 45.16 | epoch: 1 | total time: 64.59m | eta: 3314.7m
step 01053/54531 (1.93%) | loss: 3.064216 | lrm: 1.00 | dt: 3570.18ms | tok/sec: 146,852 | mfu: 45.92 | epoch: 1 | total time: 64.64m | eta: 3314.5m
step 01054/54531 (1.93%) | loss: 3.051979 | lrm: 1.00 | dt: 3580.34ms | tok/sec: 146,435 | mfu: 45.79 | epoch: 1 | total time: 64.70m | eta: 3314.4m
step 01055/54531 (1.93%) | loss: 3.038198 | lrm: 1.00 | dt: 3578.70ms | tok/sec: 146,502 | mfu: 45.81 | epoch: 1 | total time: 64.76m | eta: 3314.2m
step 01056/54531 (1.94%) | loss: 3.034220 | lrm: 1.00 | dt: 3580.85ms | tok/sec: 146,414 | mfu: 45.78 | epoch: 1 | total time: 64.82m | eta: 3314.0m
step 01057/54531 (1.94%) | loss: 3.031615 | lrm: 1.00 | dt: 3580.80ms | tok/sec: 146,416 | mfu: 45.79 | epoch: 1 | total time: 64.88m | eta: 3313.8m
step 01058/54531 (1.94%) | loss: 3.032467 | lrm: 1.00 | dt: 3578.94ms | tok/sec: 146,492 | mfu: 45.81 | epoch: 1 | total time: 64.94m | eta: 3313.6m
step 01059/54531 (1.94%) | loss: 3.028231 | lrm: 1.00 | dt: 3581.76ms | tok/sec: 146,377 | mfu: 45.77 | epoch: 1 | total time: 65.00m | eta: 3313.5m
step 01060/54531 (1.94%) | loss: 3.016849 | lrm: 1.00 | dt: 3579.71ms | tok/sec: 146,460 | mfu: 45.80 | epoch: 1 | total time: 65.06m | eta: 3313.3m
step 01061/54531 (1.95%) | loss: 3.020859 | lrm: 1.00 | dt: 3576.11ms | tok/sec: 146,608 | mfu: 45.85 | epoch: 1 | total time: 65.12m | eta: 3313.1m
step 01062/54531 (1.95%) | loss: 3.011664 | lrm: 1.00 | dt: 3577.05ms | tok/sec: 146,569 | mfu: 45.83 | epoch: 1 | total time: 65.18m | eta: 3312.9m
step 01063/54531 (1.95%) | loss: 3.022819 | lrm: 1.00 | dt: 3580.83ms | tok/sec: 146,415 | mfu: 45.78 | epoch: 1 | total time: 65.24m | eta: 3312.7m
step 01064/54531 (1.95%) | loss: 3.007781 | lrm: 1.00 | dt: 3578.37ms | tok/sec: 146,515 | mfu: 45.82 | epoch: 1 | total time: 65.30m | eta: 3312.6m
step 01065/54531 (1.95%) | loss: 3.004502 | lrm: 1.00 | dt: 3579.78ms | tok/sec: 146,458 | mfu: 45.80 | epoch: 1 | total time: 65.36m | eta: 3312.4m
step 01066/54531 (1.95%) | loss: 2.998486 | lrm: 1.00 | dt: 3578.01ms | tok/sec: 146,530 | mfu: 45.82 | epoch: 1 | total time: 65.42m | eta: 3312.2m
step 01067/54531 (1.96%) | loss: 2.986886 | lrm: 1.00 | dt: 3610.04ms | tok/sec: 145,230 | mfu: 45.41 | epoch: 1 | total time: 65.48m | eta: 3312.1m
step 01068/54531 (1.96%) | loss: 3.011047 | lrm: 1.00 | dt: 3588.96ms | tok/sec: 146,083 | mfu: 45.68 | epoch: 1 | total time: 65.54m | eta: 3311.9m
step 01069/54531 (1.96%) | loss: 3.009794 | lrm: 1.00 | dt: 3582.96ms | tok/sec: 146,328 | mfu: 45.76 | epoch: 1 | total time: 65.60m | eta: 3311.7m
step 01070/54531 (1.96%) | loss: 3.007890 | lrm: 1.00 | dt: 3575.11ms | tok/sec: 146,649 | mfu: 45.86 | epoch: 1 | total time: 65.66m | eta: 3311.5m
step 01071/54531 (1.96%) | loss: 3.001350 | lrm: 1.00 | dt: 3584.38ms | tok/sec: 146,270 | mfu: 45.74 | epoch: 1 | total time: 65.72m | eta: 3311.4m
step 01072/54531 (1.97%) | loss: 2.994251 | lrm: 1.00 | dt: 3575.74ms | tok/sec: 146,623 | mfu: 45.85 | epoch: 1 | total time: 65.78m | eta: 3311.2m
step 01073/54531 (1.97%) | loss: 2.999969 | lrm: 1.00 | dt: 3603.68ms | tok/sec: 145,486 | mfu: 45.49 | epoch: 1 | total time: 65.84m | eta: 3311.0m
step 01074/54531 (1.97%) | loss: 2.985225 | lrm: 1.00 | dt: 3575.13ms | tok/sec: 146,648 | mfu: 45.86 | epoch: 1 | total time: 65.90m | eta: 3310.8m
step 01075/54531 (1.97%) | loss: 2.984606 | lrm: 1.00 | dt: 3581.39ms | tok/sec: 146,392 | mfu: 45.78 | epoch: 1 | total time: 65.96m | eta: 3310.7m
step 01076/54531 (1.97%) | loss: 2.964607 | lrm: 1.00 | dt: 3578.04ms | tok/sec: 146,529 | mfu: 45.82 | epoch: 1 | total time: 66.02m | eta: 3310.5m
step 01077/54531 (1.98%) | loss: 2.968791 | lrm: 1.00 | dt: 3575.79ms | tok/sec: 146,621 | mfu: 45.85 | epoch: 1 | total time: 66.08m | eta: 3310.3m
step 01078/54531 (1.98%) | loss: 2.971189 | lrm: 1.00 | dt: 3580.40ms | tok/sec: 146,432 | mfu: 45.79 | epoch: 1 | total time: 66.14m | eta: 3310.1m
step 01079/54531 (1.98%) | loss: 2.970230 | lrm: 1.00 | dt: 3581.53ms | tok/sec: 146,386 | mfu: 45.78 | epoch: 1 | total time: 66.20m | eta: 3310.0m
step 01080/54531 (1.98%) | loss: 2.976806 | lrm: 1.00 | dt: 3576.81ms | tok/sec: 146,579 | mfu: 45.84 | epoch: 1 | total time: 66.26m | eta: 3309.8m
step 01081/54531 (1.98%) | loss: 2.998456 | lrm: 1.00 | dt: 3581.22ms | tok/sec: 146,399 | mfu: 45.78 | epoch: 1 | total time: 66.32m | eta: 3309.6m
step 01082/54531 (1.98%) | loss: 3.001870 | lrm: 1.00 | dt: 3578.19ms | tok/sec: 146,523 | mfu: 45.82 | epoch: 1 | total time: 66.38m | eta: 3309.4m
step 01083/54531 (1.99%) | loss: 2.997449 | lrm: 1.00 | dt: 3583.78ms | tok/sec: 146,294 | mfu: 45.75 | epoch: 1 | total time: 66.44m | eta: 3309.3m
step 01084/54531 (1.99%) | loss: 2.999528 | lrm: 1.00 | dt: 3597.50ms | tok/sec: 145,736 | mfu: 45.57 | epoch: 1 | total time: 66.50m | eta: 3309.1m
step 01085/54531 (1.99%) | loss: 2.999071 | lrm: 1.00 | dt: 3580.07ms | tok/sec: 146,446 | mfu: 45.79 | epoch: 1 | total time: 66.56m | eta: 3308.9m
step 01086/54531 (1.99%) | loss: 3.006532 | lrm: 1.00 | dt: 3578.55ms | tok/sec: 146,508 | mfu: 45.81 | epoch: 1 | total time: 66.61m | eta: 3308.8m
step 01087/54531 (1.99%) | loss: 2.996390 | lrm: 1.00 | dt: 3581.72ms | tok/sec: 146,378 | mfu: 45.77 | epoch: 1 | total time: 66.67m | eta: 3308.6m
step 01088/54531 (2.00%) | loss: 2.998032 | lrm: 1.00 | dt: 3575.02ms | tok/sec: 146,653 | mfu: 45.86 | epoch: 1 | total time: 66.73m | eta: 3308.4m
step 01089/54531 (2.00%) | loss: 2.995451 | lrm: 1.00 | dt: 3578.97ms | tok/sec: 146,491 | mfu: 45.81 | epoch: 1 | total time: 66.79m | eta: 3308.2m
step 01090/54531 (2.00%) | loss: 3.000156 | lrm: 1.00 | dt: 3585.70ms | tok/sec: 146,216 | mfu: 45.72 | epoch: 1 | total time: 66.85m | eta: 3308.1m
step 01091/54531 (2.00%) | loss: 3.004595 | lrm: 1.00 | dt: 3575.72ms | tok/sec: 146,624 | mfu: 45.85 | epoch: 1 | total time: 66.91m | eta: 3307.9m
step 01092/54531 (2.00%) | loss: 3.023575 | lrm: 1.00 | dt: 3580.20ms | tok/sec: 146,441 | mfu: 45.79 | epoch: 1 | total time: 66.97m | eta: 3307.7m
step 01093/54531 (2.00%) | loss: 3.025952 | lrm: 1.00 | dt: 3578.82ms | tok/sec: 146,497 | mfu: 45.81 | epoch: 1 | total time: 67.03m | eta: 3307.5m
step 01094/54531 (2.01%) | loss: 3.005265 | lrm: 1.00 | dt: 3577.61ms | tok/sec: 146,547 | mfu: 45.83 | epoch: 1 | total time: 67.09m | eta: 3307.4m
step 01095/54531 (2.01%) | loss: 3.006618 | lrm: 1.00 | dt: 3578.57ms | tok/sec: 146,507 | mfu: 45.81 | epoch: 1 | total time: 67.15m | eta: 3307.2m
step 01096/54531 (2.01%) | loss: 3.022548 | lrm: 1.00 | dt: 3580.91ms | tok/sec: 146,411 | mfu: 45.78 | epoch: 1 | total time: 67.21m | eta: 3307.0m
step 01097/54531 (2.01%) | loss: 3.020177 | lrm: 1.00 | dt: 3578.68ms | tok/sec: 146,503 | mfu: 45.81 | epoch: 1 | total time: 67.27m | eta: 3306.9m
step 01098/54531 (2.01%) | loss: 3.009945 | lrm: 1.00 | dt: 3577.03ms | tok/sec: 146,570 | mfu: 45.83 | epoch: 1 | total time: 67.33m | eta: 3306.7m
step 01099/54531 (2.02%) | loss: 3.019086 | lrm: 1.00 | dt: 3577.46ms | tok/sec: 146,553 | mfu: 45.83 | epoch: 1 | total time: 67.39m | eta: 3306.5m
step 01100/54531 (2.02%) | loss: 3.018703 | lrm: 1.00 | dt: 3578.57ms | tok/sec: 146,507 | mfu: 45.81 | epoch: 1 | total time: 67.45m | eta: 3306.3m
step 01101/54531 (2.02%) | loss: 3.024000 | lrm: 1.00 | dt: 3578.04ms | tok/sec: 146,529 | mfu: 45.82 | epoch: 1 | total time: 67.51m | eta: 3306.2m
step 01102/54531 (2.02%) | loss: 3.010753 | lrm: 1.00 | dt: 3598.25ms | tok/sec: 145,706 | mfu: 45.56 | epoch: 1 | total time: 67.57m | eta: 3306.0m
step 01103/54531 (2.02%) | loss: 3.007438 | lrm: 1.00 | dt: 3577.23ms | tok/sec: 146,562 | mfu: 45.83 | epoch: 1 | total time: 67.63m | eta: 3305.8m
step 01104/54531 (2.02%) | loss: 3.008588 | lrm: 1.00 | dt: 3587.66ms | tok/sec: 146,136 | mfu: 45.70 | epoch: 1 | total time: 67.69m | eta: 3305.7m
step 01105/54531 (2.03%) | loss: 3.013269 | lrm: 1.00 | dt: 3577.66ms | tok/sec: 146,544 | mfu: 45.83 | epoch: 1 | total time: 67.75m | eta: 3305.5m
step 01106/54531 (2.03%) | loss: 3.015425 | lrm: 1.00 | dt: 3594.30ms | tok/sec: 145,866 | mfu: 45.61 | epoch: 1 | total time: 67.81m | eta: 3305.3m
step 01107/54531 (2.03%) | loss: 3.013113 | lrm: 1.00 | dt: 3581.44ms | tok/sec: 146,390 | mfu: 45.78 | epoch: 1 | total time: 67.87m | eta: 3305.2m
step 01108/54531 (2.03%) | loss: 3.007016 | lrm: 1.00 | dt: 3577.78ms | tok/sec: 146,540 | mfu: 45.82 | epoch: 1 | total time: 67.93m | eta: 3305.0m
step 01109/54531 (2.03%) | loss: 3.003460 | lrm: 1.00 | dt: 3579.84ms | tok/sec: 146,455 | mfu: 45.80 | epoch: 1 | total time: 67.99m | eta: 3304.8m
step 01110/54531 (2.04%) | loss: 3.002666 | lrm: 1.00 | dt: 3579.82ms | tok/sec: 146,456 | mfu: 45.80 | epoch: 1 | total time: 68.05m | eta: 3304.7m
step 01111/54531 (2.04%) | loss: 2.994884 | lrm: 1.00 | dt: 3579.20ms | tok/sec: 146,482 | mfu: 45.81 | epoch: 1 | total time: 68.11m | eta: 3304.5m
step 01112/54531 (2.04%) | loss: 2.984676 | lrm: 1.00 | dt: 3600.32ms | tok/sec: 145,622 | mfu: 45.54 | epoch: 1 | total time: 68.17m | eta: 3304.4m
step 01113/54531 (2.04%) | loss: 2.981837 | lrm: 1.00 | dt: 3585.64ms | tok/sec: 146,218 | mfu: 45.72 | epoch: 1 | total time: 68.23m | eta: 3304.2m
